date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:00:03	87187/87187	---M--	200	added ('OK')	image/jpeg	etag:%22d81f6242c539fdfbe8a0a1ea4a51ad38%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f9b95f3502e5a1a784_team-thumb-01.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f9b95f3502e5a1a784_team-thumb-01.jpg	(from https://readster-template.webflow.io/about-us)
21:00:04	164110/164110	---M--	200	added ('OK')	image/jpeg	etag:%224d3890ae39cef95ad0e9a980bec5e020%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f821d8a8af5b6f1bc7_team-thumb-02.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f821d8a8af5b6f1bc7_team-thumb-02.jpg	(from https://readster-template.webflow.io/about-us)
21:00:04	70357/70357	---M--	200	added ('OK')	image/jpeg	etag:%22e5aaa9b284e2d848e9f56244efd559c0%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f82fd64bfc7c1053f2_team-thumb-03.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f82fd64bfc7c1053f2_team-thumb-03.jpg	(from https://readster-template.webflow.io/about-us)
21:00:04	68876/68876	---M--	200	added ('OK')	image/jpeg	etag:%221a066f92a781880199c8ff9a5a4eaeac%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f8e7c0340aef940548_team-thumb-04.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8c3f8e7c0340aef940548_team-thumb-04.jpg	(from https://readster-template.webflow.io/about-us)
21:00:04	45512/45512	---M--	200	added ('OK')	image/jpeg	etag:%22ce13f58c881e631cd3dbce6879008da4%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce354bca56bb68b1df24_review-thumb-01.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce354bca56bb68b1df24_review-thumb-01.jpg	(from https://readster-template.webflow.io/about-us)
21:00:04	66090/66090	---M--	200	added ('OK')	image/jpeg	etag:%22d7b6312b7470b3c6e58a904c3eb2e9fb%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce35c710ce2da7c76058_review-thumb-02.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce35c710ce2da7c76058_review-thumb-02.jpg	(from https://readster-template.webflow.io/about-us)
21:00:05	45761/45761	---M--	200	added ('OK')	image/jpeg	etag:%227cf8b3ccca688b6b982c308055045662%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce35c83686e55e3081a0_review-thumb-03.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce35c83686e55e3081a0_review-thumb-03.jpg	(from https://readster-template.webflow.io/about-us)
21:00:05	34214/34214	---M--	200	added ('OK')	image/jpeg	etag:%22c8144d76add75e129f243472407bec1e%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce359bd4e117c6dd2ca5_review-thumb-04.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b8ce359bd4e117c6dd2ca5_review-thumb-04.jpg	(from https://readster-template.webflow.io/about-us)
21:00:05	37338/37338	---M--	200	added ('OK')	image/jpeg	etag:%22846f15beeaec9725413e5f805798d755%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b90086ebe4a1692fd8a65e_review-thumb-06.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b90086ebe4a1692fd8a65e_review-thumb-06.jpg	(from https://readster-template.webflow.io/about-us)
21:00:05	24653/24653	---M--	200	added ('OK')	image/jpeg	etag:%22d772286bd3876821feead21ac3609b37%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b900868b27fa1b12e7618e_review-thumb-07.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b900868b27fa1b12e7618e_review-thumb-07.jpg	(from https://readster-template.webflow.io/about-us)
21:00:06	40704/40704	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:06%20GMT	https://readster-template.webflow.io/product/einstein-his-life-and-universe	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/einstein-his-life-and-universe.html	(from https://readster-template.webflow.io/category/biography)
21:00:06	115120/115120	---M--	200	added ('OK')	image/jpeg	etag:%2221619693e9e4a2ecf9c6082f502a9bbd%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64be188db6b02693f066494b_book-main-15.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64be188db6b02693f066494b_book-main-15.jpg	(from https://readster-template.webflow.io/category/biography)
21:00:06	40777/40777	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:07%20GMT	https://readster-template.webflow.io/product/shoe-dog	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/shoe-dog.html	(from https://readster-template.webflow.io/category/biography)
21:00:07	42105/42105	---M--	200	added ('OK')	image/jpeg	etag:%22564c74ba20a2fb75e1f818849c128197%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba651bd6fe425eb93480b1_book-main-04.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba651bd6fe425eb93480b1_book-main-04.jpg	(from https://readster-template.webflow.io/category/biography)
21:00:07	40495/40495	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:07%20GMT	https://readster-template.webflow.io/product/atomic-habits	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/atomic-habits.html	(from https://readster-template.webflow.io/category/self-help)
21:00:07	37149/37149	---M--	200	added ('OK')	image/jpeg	etag:%22dbb72508e2fb5847135dd478c9ed01d3%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64be07f7c2a60cecdfa97c79_book-main-14.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64be07f7c2a60cecdfa97c79_book-main-14.jpg	(from https://readster-template.webflow.io/category/self-help)
21:00:08	41072/41072	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:08%20GMT	https://readster-template.webflow.io/product/the-richest-man-in-babylon	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/the-richest-man-in-babylon.html	(from https://readster-template.webflow.io/category/self-help)
21:00:08	67465/67465	---M--	200	added ('OK')	image/jpeg	etag:%229d571a2b15e4de55d500747b664c2f96%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64be07aba9b6312524b00127_book-main-16.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64be07aba9b6312524b00127_book-main-16.jpg	(from https://readster-template.webflow.io/category/self-help)
21:00:08	40863/40863	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:09%20GMT	https://readster-template.webflow.io/product/ikigai	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/ikigai.html	(from https://readster-template.webflow.io/category/self-help)
21:00:08	62841/62841	---M--	200	added ('OK')	image/jpeg	etag:%22d800dd3f885e5dd1e9b89f54d5b38b00%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba60320ecd3dee97d14370_book-main-05.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba60320ecd3dee97d14370_book-main-05.jpg	(from https://readster-template.webflow.io/category/self-help)
21:00:09	40417/40417	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:09%20GMT	https://readster-template.webflow.io/product/rich-dad-poor-dad	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/rich-dad-poor-dad.html	(from https://readster-template.webflow.io/category/self-help)
21:00:09	191131/191131	---M--	200	added ('OK')	image/jpeg	etag:%2217ae7cc59b7621948bd063775cf671ed%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba5fff0c73018fbbbd80b5_book-main-12.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba5fff0c73018fbbbd80b5_book-main-12.jpg	(from https://readster-template.webflow.io/category/self-help)
21:00:09	40630/40630	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:10%20GMT	https://readster-template.webflow.io/product/the-art-of-war	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/the-art-of-war.html	(from https://readster-template.webflow.io/category/self-help)
21:00:09	61213/61213	---M--	200	added ('OK')	image/jpeg	etag:%22520de21a9e9afad847a05a43d3b57636%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba5e63a6e0ed8004cbfdca_book-main-11.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64ba5e63a6e0ed8004cbfdca_book-main-11.jpg	(from https://readster-template.webflow.io/category/self-help)
21:00:10	37302/37302	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:10%20GMT	https://readster-template.webflow.io/blog/discovering-strengths-and-embracing-change	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog/discovering-strengths-and-embracing-change.html	(from https://readster-template.webflow.io/blog)
21:00:10	120336/120336	---M--	200	added ('OK')	image/jpeg	etag:%22b54a8d31e91f3187e40aa346aeb72309%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78d0758a3b652921b47f0_blog-thumb-06.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78d0758a3b652921b47f0_blog-thumb-06.jpg	(from https://readster-template.webflow.io/blog)
21:00:10	37376/37376	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:11%20GMT	https://readster-template.webflow.io/blog/books-for-personal-growth-and-self-discovery	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog/books-for-personal-growth-and-self-discovery.html	(from https://readster-template.webflow.io/blog)
21:00:11	109603/109603	---M--	200	added ('OK')	image/jpeg	etag:%225695718e5a8945fc96a1968d1de77dec%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78cdfd61b23874760a141_blog-thumb-05.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78cdfd61b23874760a141_blog-thumb-05.jpg	(from https://readster-template.webflow.io/blog)
21:00:11	37440/37440	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:11%20GMT	https://readster-template.webflow.io/blog/shop-your-favorite-reads-anytime-anywhere	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog/shop-your-favorite-reads-anytime-anywhere.html	(from https://readster-template.webflow.io/blog)
21:00:12	37458/37458	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:12%20GMT	https://readster-template.webflow.io/blog/unleashing-the-power-of-positive-thinking	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog/unleashing-the-power-of-positive-thinking.html	(from https://readster-template.webflow.io/blog)
21:00:12	239674/239674	---M--	200	added ('OK')	image/jpeg	etag:%22bb1dc20e539fab947f0a3deeeb1a3cd7%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78fd0f12bc6fafb99d9d9_blog-thumb-04.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78fd0f12bc6fafb99d9d9_blog-thumb-04.jpg	(from https://readster-template.webflow.io/blog)
21:00:12	121106/121106	---M--	200	added ('OK')	image/jpeg	etag:%225ff33e8ae51cee566a1b32f3d1c73145%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78fecfdc4c22a4d6545e6_blog-thumb-03.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b78fecfdc4c22a4d6545e6_blog-thumb-03.jpg	(from https://readster-template.webflow.io/blog)
21:00:13	33144/33144	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:13%20GMT	https://readster-template.webflow.io/blog?382b5649_page=2	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog3299.html	(from https://readster-template.webflow.io/blog)
21:00:13	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:13%20GMT	https://readster-template.webflow.io/contact	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/contact.html	(from https://readster-template.webflow.io/)
21:00:13	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:14%20GMT	https://readster-template.webflow.io/product/over-my-dead-body	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/over-my-dead-body.html	(from https://readster-template.webflow.io/)
21:00:14	113671/113671	---M--	200	added ('OK')	image/jpeg	etag:%22282eb5cf091c2e7485078b3846a9e210%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927db9c8880298a815826_blog-main-07.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927db9c8880298a815826_blog-main-07.jpg	(from https://readster-template.webflow.io/blog/a-journey-into-the-enchanting-depths-of-books)
21:00:14	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:14%20GMT	https://readster-template.webflow.io/product/steve-jobs	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/steve-jobs.html	(from https://readster-template.webflow.io/)
21:00:14	83720/83720	---M--	200	added ('OK')	image/jpeg	etag:%22f86dbbd90f7c94f9706bfba7f0df74f3%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b924b13eb4a41608bab573_64b5106a720955c1fec54f34_media-01.jpeg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b924b13eb4a41608bab573_64b5106a720955c1fec54f34_media-01.jpg	(from https://readster-template.webflow.io/blog/a-journey-into-the-enchanting-depths-of-books)
21:00:14	175517/175517	---M--	200	added ('OK')	image/jpeg	etag:%22ec35087879bfd51e2d4107f5a767747d%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b924b2c6f83ddafd0bd274_64b51078c72ab7e4d88c570a_media-02.jpeg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b924b2c6f83ddafd0bd274_64b51078c72ab7e4d88c570a_media-02.jpg	(from https://readster-template.webflow.io/blog/a-journey-into-the-enchanting-depths-of-books)
21:00:14	177889/177889	---M--	200	added ('OK')	image/jpeg	etag:%22cda4c0a81617e481d635cdb2fa943b3d%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927955b7e1cc3d577136e_blog-main-01.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927955b7e1cc3d577136e_blog-main-01.jpg	(from https://readster-template.webflow.io/blog/embracing-your-inner-strength-and-achieving-greatness)
21:00:15	83720/83720	---M--	200	added ('OK')	image/jpeg	etag:%22f86dbbd90f7c94f9706bfba7f0df74f3%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b5106a720955c1fec54f34_media-01.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b5106a720955c1fec54f34_media-01.jpg	(from https://readster-template.webflow.io/style-guide)
21:00:16	175517/175517	---M--	200	added ('OK')	image/jpeg	etag:%22ec35087879bfd51e2d4107f5a767747d%22	https://cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b51078c72ab7e4d88c570a_media-02.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/6491518bb88c5c4729ea8883/64b51078c72ab7e4d88c570a_media-02.jpg	(from https://readster-template.webflow.io/style-guide)
21:00:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:15%20GMT	https://readster-template.webflow.io/blog/books-to-inspire-motivate-and-unleash-your-inner-artist	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog/books-to-inspire-motivate-and-unleash-your-inner-artist.html	(from https://readster-template.webflow.io/)
21:00:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:15%20GMT	https://readster-template.webflow.io/category-list	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/category-list.html	(from https://readster-template.webflow.io/)
21:00:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:16%20GMT	https://readster-template.webflow.io/404	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/404.html	(from https://readster-template.webflow.io/)
21:00:16	1224/1224	---M--	200	added ('OK')	image/jpeg	etag:%220aefb724c30b7610acf3e653c5716375%22	https://assets-global.website-files.com/6491518bb88c5c4729ea8883/64b4d0a577901d548fcf1133_favicon-small.jpg	C:/My%20Web%20Sites/bookstore/assets-global.website-files.com/6491518bb88c5c4729ea8883/64b4d0a577901d548fcf1133_favicon-small.jpg	(from https://readster-template.webflow.io/401)
21:00:17	8408/8408	---M--	200	added ('OK')	image/jpeg	etag:%2252d7cff51b5a2b9db74606e3bc797412%22	https://assets-global.website-files.com/6491518bb88c5c4729ea8883/64b4d0aae72d81d58728c64a_favicon-big.jpg	C:/My%20Web%20Sites/bookstore/assets-global.website-files.com/6491518bb88c5c4729ea8883/64b4d0aae72d81d58728c64a_favicon-big.jpg	(from https://readster-template.webflow.io/401)
21:00:17	35570/35570	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:17%20GMT	https://readster-template.webflow.io/privacy-policy	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/privacy-policy.html	(from https://readster-template.webflow.io/)
21:00:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:17%20GMT	https://readster-template.webflow.io/product/steal-like-an-artist	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/steal-like-an-artist.html	(from https://readster-template.webflow.io/shop)
21:00:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:18%20GMT	https://readster-template.webflow.io/product/titan-the-life-of-john-d-rockefeller-sr	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/titan-the-life-of-john-d-rockefeller-sr.html	(from https://readster-template.webflow.io/shop)
21:00:17	48811/48811	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:18%20GMT	https://readster-template.webflow.io/shop?8d3caabc_page=1	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/shopd792.html	(from https://readster-template.webflow.io/shop?8d3caabc_page=2)
21:00:18	134363/134363	---M--	200	added ('OK')	image/jpeg	etag:%229ea1aa2cf153bd2a864c9025004f3a33%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927d17ff0029bc25fdda4_blog-main-06.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927d17ff0029bc25fdda4_blog-main-06.jpg	(from https://readster-template.webflow.io/blog/discovering-strengths-and-embracing-change)
21:00:18	117691/117691	---M--	200	added ('OK')	image/jpeg	etag:%222f17a2f75ecd2eceedb8b87dbaf1557a%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927c7806237ea74a2b899_blog-main-05.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927c7806237ea74a2b899_blog-main-05.jpg	(from https://readster-template.webflow.io/blog/books-for-personal-growth-and-self-discovery)
21:00:19	134805/134805	---M--	200	added ('OK')	image/jpeg	etag:%221f29605317939eeb6d9124df223a6536%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927b0775baaccaca6437e_blog-main-03.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927b0775baaccaca6437e_blog-main-03.jpg	(from https://readster-template.webflow.io/blog/unleashing-the-power-of-positive-thinking)
21:00:20	248378/248378	---M--	200	added ('OK')	image/jpeg	etag:%227a349e5e9261d34c8b2228b36ff55241%22	https://cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927bb806237ea74a2ad88_blog-main-04.jpg	C:/My%20Web%20Sites/bookstore/cdn.prod.website-files.com/64b787e06a1ea8dedc36b707/64b927bb806237ea74a2ad88_blog-main-04.jpg	(from https://readster-template.webflow.io/blog/shop-your-favorite-reads-anytime-anywhere)
21:00:21	45021/45021	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2018:00:20%20GMT	https://readster-template.webflow.io/blog?382b5649_page=1	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blogbecc.html	(from https://readster-template.webflow.io/blog?382b5649_page=2)
21:00:49	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:20%20GMT	https://readster-template.webflow.io/contact	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/contact.html	(from https://readster-template.webflow.io/)
21:00:49	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:21%20GMT	https://readster-template.webflow.io/product/over-my-dead-body	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/over-my-dead-body.html	(from https://readster-template.webflow.io/)
21:00:50	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:22%20GMT	https://readster-template.webflow.io/product/steve-jobs	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/steve-jobs.html	(from https://readster-template.webflow.io/)
21:00:50	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:22%20GMT	https://readster-template.webflow.io/blog/books-to-inspire-motivate-and-unleash-your-inner-artist	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/blog/books-to-inspire-motivate-and-unleash-your-inner-artist.html	(from https://readster-template.webflow.io/)
21:01:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:50%20GMT	https://readster-template.webflow.io/category-list	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/category-list.html	(from https://readster-template.webflow.io/)
21:01:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:51%20GMT	https://readster-template.webflow.io/404	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/404.html	(from https://readster-template.webflow.io/)
21:01:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:51%20GMT	https://readster-template.webflow.io/product/steal-like-an-artist	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/steal-like-an-artist.html	(from https://readster-template.webflow.io/shop)
21:01:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2002%20Jun%202026%2018:00:51%20GMT	https://readster-template.webflow.io/product/titan-the-life-of-john-d-rockefeller-sr	C:/My%20Web%20Sites/bookstore/readster-template.webflow.io/product/titan-the-life-of-john-d-rockefeller-sr.html	(from https://readster-template.webflow.io/shop)
